review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
309,,later_review,ready_for_later_manual_review,3565292,VIA FILIPPO TURATI,1,,same_street_outlier,nearest same-street civic is 1082.4 m away; progressive civic-number neighbour is 1145.9 m away,16.3191385,38.9733876,16.3066854,38.97417,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1080.0,4,4,1080.0,,,3565295,8,3565294,15,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3565292,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
310,,later_review,ready_for_later_manual_review,3514147,VIA BREZIA,4,,same_street_outlier,2671.7 m from same-street cluster centroid; nearest same-street civic is 3326.7 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3326.7 m away,16.2806846,38.9687831,16.317781,38.9765187,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3320.3,4,4,3320.3,,,3514145,7,3514145,7,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3514147,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
311,,later_review,ready_for_later_manual_review,3528341,VIA BAROLO,2,,same_street_outlier,3159.5 m from same-street cluster centroid; nearest same-street civic is 3885.1 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3897.8 m away,16.3205422,38.9778416,16.2789867,38.9646873,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,3878.8,4,4,3878.8,,,3528339,4,3528342,6,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3528341,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
312,,later_review,ready_for_later_manual_review,3528189,VIA MONTE CONTRO',22,,same_street_outlier,3495.7 m from same-street cluster centroid; nearest same-street civic is 4361.6 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4371.7 m away,16.2793954,38.9656556,16.3243865,38.9832895,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4355.6,4,4,4355.6,3528201,20,,,3528191,1,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3528189,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
313,,later_review,ready_for_later_manual_review,3526706,VIA GIACOMO PUCCINI,1,,same_street_outlier,nearest same-street civic is 789.7 m away; progressive civic-number neighbour is 4756.7 m away,16.3389576,38.9552298,16.2840798,38.9560745,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4746.1,3,3,4746.1,,,3526710,2,3526707,4,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3526706,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
314,,later_review,ready_for_later_manual_review,3526711,VIA GIACOMO PUCCINI,9,,same_street_outlier,nearest same-street civic is 789.7 m away; progressive civic-number neighbour is 5035.6 m away,16.3409651,38.9482896,16.2840778,38.9560204,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,4993.8,3,3,4993.8,3526708,5,,,3526710,2,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3526711,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
315,,later_review,ready_for_later_manual_review,3572291,VIA COSCHI,107,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA CAFARONE (7 of nearby context within 120 m),16.2786866,38.9506432,16.2801944,38.9518184,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,184.6,65,65,184.6,3572289,102,,,3572281,76,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3572291,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
316,,later_review,ready_for_later_manual_review,3517001,CONTRADA MITOIO,127,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA MURETTO (6 of nearby context within 120 m),16.2484134,39.0124669,16.248768,39.0110427,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,161.3,28,28,161.3,3517000,123,,,3516999,122,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517001,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
317,,later_review,ready_for_later_manual_review,3533329,VIA BENEDETTO MUSOLINO,1,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA BELVEDERE (6 of nearby context within 120 m),16.288853,38.9599909,16.2914513,38.9602105,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,226.0,19,19,226.0,,,3533321,2,3533321,2,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3533329,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
318,,later_review,ready_for_later_manual_review,3519385,VIA PIETRO MANCINI,3,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA CONCIAPELLE (6 of nearby context within 120 m),16.3338563,38.9367633,16.3354464,38.9375742,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,164.5,15,15,164.5,,,3519386,5,3519386,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3519385,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
319,,later_review,ready_for_later_manual_review,3519375,VIA PIETRO MANCINI,2,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA DEL PROGRESSO (10 of nearby context within 120 m),16.3323669,38.933206,16.3355746,38.9374939,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,551.6,15,15,551.6,,,3519386,5,3519374,18,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3519375,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
320,,later_review,ready_for_later_manual_review,3587384,TRAVERSA PRIMA CANNETO MORELLI,1,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA ANTONIO REILLO (33 of nearby context within 120 m),16.2995555,38.9692777,16.300827,38.9681458,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,167.1,6,6,167.1,,,3587387,3,3587388,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3587384,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
321,,later_review,ready_for_later_manual_review,3517400,CONTRADA FONTANELLA,2,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA MIGLIERINA (5 of nearby context within 120 m),16.254892,39.0002016,16.3200091,38.976621,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,6208.8,4,4,6208.8,,,3517408,6,3517401,7,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517400,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
322,,later_review,ready_for_later_manual_review,3517404,CONTRADA FONTANELLA,4,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA MIGLIERINA (7 of nearby context within 120 m),16.2542104,39.0019043,16.3200091,38.976621,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,6343.8,4,4,6343.8,,,3517408,6,3517401,7,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3517404,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
323,,later_review,ready_for_later_manual_review,3536799,SALITA CARCERI,9,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA ACQUAFREDDA (30 of nearby context within 120 m),16.2403741,38.9928334,16.2399737,38.9899616,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,321.2,3,3,321.2,3536798,7,,,3536795,5,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3536799,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
324,,later_review,ready_for_later_manual_review,3527394,VIA ARMANDO SCARPINO,247,,street_context_mismatch,point is near validated ANNCSU civics labelled CONTRADA CAPITOLO (7 of nearby context within 120 m),16.320257,38.981522,16.3148671,38.9720095,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,1155.8,3,3,1155.8,3527393,238,,,3527395,8,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3527394,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
325,,later_review,ready_for_later_manual_review,3528144,VIA DEGLI ALLORI,1,,street_context_mismatch,point is near validated ANNCSU civics labelled VIA CANNETO (12 of nearby context within 120 m),16.325306,38.9486271,16.3329276,38.9520353,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,760.3,1,1,760.3,,,3528145,3,3528145,3,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3528144,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
326,,later_review,ready_for_later_manual_review,3569760,VIA RE DI PUGLIA,11,,street_context_mismatch,point is near validated ANNCSU civics labelled VIALE SAN BRUNO (6 of nearby context within 120 m),16.2451574,38.9264539,16.2790367,38.867848,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,7145.9,1,1,7145.9,,,3569758,13,3569758,13,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3569760,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
327,,later_review,ready_for_later_manual_review,3569759,VIA RE DI PUGLIA,3,,street_context_mismatch,point is near validated ANNCSU civics labelled VIALE SAN BRUNO (8 of nearby context within 120 m),16.2474781,38.9278112,16.2790367,38.867848,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,7205.2,1,1,7205.2,,,3569758,13,3569758,13,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3569759,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
328,,later_review,ready_for_later_manual_review,3531433,VIA CESARE PAVESE,1,,isolated_point,nearest same-street civic is 2357.8 m away,16.3109394,38.9349317,16.3123115,38.9561484,nearest_same_street_numeric_anchor,low,candidate_requires_human_review,2362.2,8,8,2362.2,,,3531430,2,3531432,7,0,Only one-sided or sparse numeric same-street anchors were available.,access_id:3531433,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
