street_name_normalised,electoral_street_name_raw,electoral_rule_count,electoral_section_numbers,anncsu_street_name_normalised,anncsu_odonimo,anncsu_progressivo_nazionale,anncsu_total_accesses,crosswalk_status,match_method,confidence,notes
VIA E VICHI SS SALVATORE,VIA E VICHI SS. SALVATORE,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICHI TIMPONE,VIA E VICHI TIMPONE,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO CALIA,VIA E VICO CALIA,1,10,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO CALVARIO,VIA E VICO CALVARIO,1,25,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO CAP MANFREDI,VIA E VICO CAP. MANFREDI,1,9,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO CONFORTI,VIA E VICO CONFORTI,1,25,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO FRATELLI BANDIERA,VIA E VICO F. LLI BANDIERA,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO G SALADINI,VIA E VICO G.SALADINI,1,22,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO GARDONE,VIA E VICO GARDONE,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO GIUDECA,VIA E VICO GIUDECA,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO LAZIO,VIA E VICO LAZIO,1,23,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO MARASCO,VIA E VICO MARASCO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO PARTENOPE,VIA E VICO PARTENOPE,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO S MARIA,VIA E VICO S. MARIA,1,9,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO SERRA,VIA E VICO SERRA,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO TRE PONTI,VIA E VICO TRE PONTI,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA E VICO U DE MEDICI,VIA E VICO U. DE MEDICI,1,10,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA EDOARDO E FELICE FIORE,VIA EDOARDO E FELICE FIORE,1,55,VIA EDOARDO E FELICE FIORE,VIA EDOARDO E FELICE FIORE,1245285,52,matched,normalized_exact,high,
VIA EMILIA,VIA EMILIA,1,22,VIA EMILIA,VIA EMILIA,1245291,61,matched,normalized_exact,high,
VIA EMILIO LA SCALA,VIA EMILIO LA SCALA,1,67,VIA EMILIO LA SCALA,VIA EMILIO LA SCALA,1246191,47,matched,normalized_exact,high,
VIA EMILIO LUSSU,VIA EMILIO LUSSU,1,59,VIA EMILIO LUSSU,VIA EMILIO LUSSU,1245292,1,matched,normalized_exact,high,
VIA EMILIO SEGRE,VIA EMILIO SEGRE,1,37,VIA EMILIO SEGRE,VIA EMILIO SEGRE,1245300,17,matched,normalized_exact,high,
VIA ERNESTO PONTIERI,VIA ERNESTO PONTIERI,1,64,VIA ERNESTO PONTIERI,VIA ERNESTO PONTIERI,1245298,8,matched,normalized_exact,high,
VIA EROI DI SAPRI,VIA EROI DI SAPRI,1,43,VIA EROI DI SAPRI,VIA EROI DI SAPRI,1245299,167,matched,normalized_exact,high,
VIA EUCLIDE,VIA EUCLIDE,1,41,VIA EUCLIDE,VIA EUCLIDE,1246100,12,matched,normalized_exact,high,
VIA EUGENIO MONTALE,VIA EUGENIO MONTALE,1,52,VIA EUGENIO MONTALE,VIA EUGENIO MONTALE,1245302,26,matched,normalized_exact,high,
VIA EUROPA,VIA EUROPA,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA F ANTONIO E LEOPOLDO FUNARO,VIA F. ANTONIO E LEOPOLDO FUNARO,1,37,VIA FRANCESCO ANTONIO E LEOPOLDO FUNARO,VIA FRANCESCO ANTONIO E LEOPOLDO FUNARO,1245341,22,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F BLAGANO,VIA F. BLAGANO',1,66,VIA FRANCESCO BLAGANO,VIA FRANCESCO BLAGANO',1246225,20,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F BORRELLO,VIA F. BORRELLO,1,61,VIA FRANCESCO BORRELLO,VIA FRANCESCO BORRELLO,1245342,18,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F CAPARELLO,VIA F. CAPARELLO,1,33,VIA FRANCESCO CAPARELLO,VIA FRANCESCO CAPARELLO,1245343,21,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F CILEA,VIA F. CILEA,1,75,VIA FRANCESCO CILEA,VIA FRANCESCO CILEA,1245344,21,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F COLELLI,VIA F. COLELLI,1,11,VIA FRANCESCO COLELLI,VIA FRANCESCO COLELLI,1245345,90,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F CORRIDONI,VIA F. CORRIDONI,1,4,VIA FILIPPO CORRIDONI,VIA FILIPPO CORRIDONI,1245323,17,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F COSTABILE,VIA F. COSTABILE,1,36,VIA FRANCESCO COSTABILE,VIA FRANCESCO COSTABILE,1245187,27,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F CUPIRAGGI,VIA F. CUPIRAGGI,1,33,VIA FRANCESCO CUPIRAGGI,VIA FRANCESCO CUPIRAGGI,1245200,6,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F D IPPOLITO,VIA F. D'IPPOLITO,1,3,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA F FILZI,VIA F. FILZI,1,4,VIA FABIO FILZI,VIA FABIO FILZI,1245305,15,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F JERACE,VIA F. JERACE,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA F LENORMANT,VIA F. LENORMANT,1,64,VIA FRANCESCO LENORMANT,VIA FRANCESCO LENORMANT,1245331,29,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F RENDA,VIA F. RENDA,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA F RISMONDI,VIA F. RISMONDI,1,4,VIA FRANCESCO RISMONDI,VIA FRANCESCO RISMONDI,1245351,9,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F TETRO,VIA F. TETRO,1,52,VIA FRANCESCO TETRO,VIA FRANCESCO TETRO,1245362,3,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F TRAMONTE E P CRISTIANO,VIA F. TRAMONTE E P. CRISTIANO,1,22,VIA FRANCESCO TRAMONTE E PASQUALE CRISTIANO,VIA FRANCESCO TRAMONTE E PASQUALE CRISTIANO,1246284,0,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F TURATI,VIA F. TURATI,1,3,VIA FILIPPO TURATI,VIA FILIPPO TURATI,1245324,5,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA F VIRGILLO,VIA F. VIRGILLO,1,11,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA FALERNO,VIA FALERNO,1,62,VIA FALERNO,VIA FALERNO,1246227,2,matched,normalized_exact,high,
VIA FAVONIO,VIA FAVONIO,1,49,VIA FAVONIO,VIA FAVONIO,1246141,0,matched,normalized_exact,high,
VIA FEDERICO II,VIA FEDERICO II,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA FEDERICO MONTESANTI,VIA FEDERICO MONTESANTI,1,65,VIA FEDERICO MONTESANTI,VIA FEDERICO MONTESANTI,1246209,9,matched,normalized_exact,high,
VIA FEDERICO NICOTERA,VIA FEDERICO NICOTERA,1,14,VIA FEDERICO NICOTERA,VIA FEDERICO NICOTERA,1245310,69,matched,normalized_exact,high,
VIA FELICE MONTESANTI,VIA FELICE MONTESANTI,1,65,VIA FELICE MONTESANTI,VIA FELICE MONTESANTI,1246099,26,matched,normalized_exact,high,
VIA FELICETTA,VIA FELICETTA,1,32,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA FERRARA,VIA FERRARA,1,40,VIA FERRARA,VIA FERRARA,1245314,1,matched,normalized_exact,high,
VIA FIDIA,VIA FIDIA,1,35,VIA FIDIA,VIA FIDIA,1245321,22,matched,normalized_exact,high,
VIA FIRENZE,VIA FIRENZE,1,42,VIA FIRENZE,VIA FIRENZE,1245328,17,matched,normalized_exact,high,
VIA FIUME,VIA FIUME,1,36,VIA FIUME,VIA FIUME,1245329,55,matched,normalized_exact,high,
VIA FONTE,VIA FONTE,1,8,VIA FONTE,VIA FONTE,1246127,2,matched,normalized_exact,high,
VIA FORMITI,VIA FORMITI,1,21,VIA FORMITI,VIA FORMITI,1245337,15,matched,normalized_exact,high,
VIA FORTINA,VIA FORTINA,1,3,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA FOSSE ARDEATINE,VIA FOSSE ARDEATINE,1,33,VIA FOSSE ARDEATINE,VIA FOSSE ARDEATINE,1245339,12,matched,normalized_exact,high,
VIA FRANCESCO ACRI,VIA FRANCESCO ACRI,1,67,VIA FRANCESCO ACRI,VIA FRANCESCO ACRI,1245340,10,matched,normalized_exact,high,
VIA FRANCESCO FERLAINO,VIA FRANCESCO FERLAINO,2,5; 17,VIA FRANCESCO FERLAINO,VIA FRANCESCO FERLAINO,1245346,38,matched,normalized_exact,high,
VIA FRANCESCO GIOVANNI RUBINO,VIA FRANCESCO GIOVANNI RUBINO,1,37,VIA FRANCESCO GIOVANNI RUBINO,VIA FRANCESCO GIOVANNI RUBINO,1245348,5,matched,normalized_exact,high,
VIA FRANCESCO TURCO,VIA FRANCESCO TURCO,1,37,VIA FRANCESCO TURCO,VIA FRANCESCO TURCO,1245352,25,matched,normalized_exact,high,
VIA FRANZI,VIA FRANZI',1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA FRATE NICOLA DA SAMBIASE,VIA FRATE NICOLA DA SAMBIASE,1,41,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA FRATELLI CERVI,VIA F. lli CERVI,1,32,VIA FRATELLI CERVI,VIA FRATELLI CERVI,1245357,24,matched,normalized_exact,high,
VIA FRATELLI PONZIO,VIA F. LLI PONZIO,1,3,VIA FRATELLI PONZIO,VIA FRATELLI PONZIO,1245359,14,matched,normalized_exact,high,
VIA FRATELLI ROSSELLI,VIA F. LLI ROSSELLI,1,58,VIA FRATELLI ROSSELLI,VIA FRATELLI ROSSELLI,1246111,3,matched,normalized_exact,high,
VIA FRIULI,VIA FRIULI,1,22,VIA FRIULI,VIA FRIULI,1245361,10,matched,normalized_exact,high,
VIA FRONTERA TOMMASO,VIA FRONTERA TOMMASO,1,24,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA G B CAPUTI,VIA G. B. CAPUTI,1,37,VIA GIOVAN BATTISTA CAPUTI,VIA GIOVAN BATTISTA CAPUTI,1245407,12,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G B PARRACOCCHIA,VIA G. B. PARRACOCCHIA,1,61,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA G BERCHET,VIA G. BERCHET,1,32,VIA GIOVANNI BERCHET,VIA GIOVANNI BERCHET,1245412,3,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G BRUNO,VIA G. BRUNO,1,40,VIA GIORDANO BRUNO,VIA GIORDANO BRUNO,1245403,28,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G BUDERA,VIA G. BUDERA,1,37,VIA GIUSEPPE BUDERA,VIA GIUSEPPE BUDERA,1245426,25,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G CASTALDI,VIA G. CASTALDI,1,32,VIA GIUSEPPE CASTALDI,VIA GIUSEPPE CASTALDI,1245427,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G D ANNUNZIO,VIA G. D'ANNUNZIO,1,38,VIA GABRIELE D ANNUNZIO,VIA GABRIELE D'ANNUNZIO,1245208,25,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G DA FIORE,VIA G. DA FIORE,1,18,VIA GIOACCHINO DA FIORE,VIA GIOACCHINO DA FIORE,1245399,46,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G DE SENSI,VIA G. DE SENSI,1,31,VIA GIOVANNI DE SENSI,VIA GIOVANNI DE SENSI,1246097,4,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G DI VITTORIO,VIA G. DI VITTORIO,1,32,VIA GIUSEPPE DI VITTORIO,VIA GIUSEPPE DI VITTORIO,1245428,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G DONIZETTI,VIA G. DONIZETTI,1,76,VIA GAETANO DONIZETTI,VIA GAETANO DONIZETTI,1245369,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G FIORE,VIA G. FIORE,1,33,VIA GENERALE FIORE,VIA GENERALE FIORE,1245384,5,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G GALILEI,VIA G. GALILEI,1,38,VIA GALILEO GALILEI,VIA GALILEO GALILEI,1245371,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G GENTILE,VIA G. GENTILE,1,32,VIA GIOVANNI GENTILE,VIA GIOVANNI GENTILE,1245415,5,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G GIOLITTI,VIA G. GIOLITTI,1,68,VIA GIOVANNI GIOLITTI,VIA GIOVANNI GIOLITTI,1245416,13,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G GRONCHI,VIA G. GRONCHI,1,68,VIA GIOVANNI GRONCHI,VIA GIOVANNI GRONCHI,1245417,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G LA PIRA,VIA G. LA PIRA,1,59,VIA GIORGIO LA PIRA,VIA GIORGIO LA PIRA,1245404,67,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G MAIONE,VIA G. MAIONE,1,38,VIA GIUSEPPE MAIONE,VIA GIUSEPPE MAIONE,1245432,5,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G MARCONI,VIA G. MARCONI,4,18; 19; 40; 41,VIALE GUGLIELMO MARCONI,VIALE GUGLIELMO MARCONI,1245459,283,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G MATTEOTTI,VIA G. MATTEOTTI,1,39,VIA GIACOMO MATTEOTTI,VIA GIACOMO MATTEOTTI,1245390,26,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G MURAT,VIA G. MURAT,4,65; 70,VIA GIOACCHINO MURAT,VIA GIOACCHINO MURAT,1245400,127,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G PASCOLI,VIA G. PASCOLI,1,43,VIA GIOVANNI PASCOLI,VIA GIOVANNI PASCOLI,1245419,51,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G PORCHIO,VIA G. PORCHIO,1,35,VIA GIUSTINIANO PORCHIO,VIA GIUSTINIANO PORCHIO,1245440,14,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G PUCCINI,VIA G. PUCCINI,1,75,VIA GIACOMO PUCCINI,VIA GIACOMO PUCCINI,1245391,5,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G RHOLFS,VIA G. RHOLFS,1,32,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA G ROSSINI,VIA G. ROSSINI,1,76,VIA GIOACHINO ROSSINI,VIA GIOACHINO ROSSINI,1245401,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G SARAGAT,VIA G. SARAGAT,1,72,VIA GIUSEPPE SARAGAT,VIA GIUSEPPE SARAGAT,1245436,17,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G SCARDAMAGLIA,VIA G. SCARDAMAGLIA,1,13,VIA GESUALDO SCARDAMAGLIA,VIA GESUALDO SCARDAMAGLIA,1245388,21,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G SCIREA,VIA G. SCIREA,1,31,VIA GAETANO SCIREA,VIA GAETANO SCIREA,1246276,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G TOMAINO,VIA G. TOMAINO,1,19,VIA GIUSEPPE TOMAINO,VIA GIUSEPPE TOMAINO,1245456,6,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G VERGA,VIA G. VERGA,1,34,VIA GIOVANNI VERGA,VIA GIOVANNI VERGA,1245422,4,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA G ZANELLATI,VIA G. ZANELLATI,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GACCIA,VIA GACCIA,1,66,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GAGARIN,VIA GAGARIN,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GALATI,VIA GALATI,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GALLI,VIA GALLI,1,12,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GALLIANO,VIA GALLIANO,1,40,VIA GALLIANO,VIA GALLIANO,1245372,20,matched,normalized_exact,high,
VIA GALLUPPI,VIA GALLUPPI,1,40,VIA GALLUPPI,VIA GALLUPPI,1245374,37,matched,normalized_exact,high,
VIA GALVANI,VIA GALVANI,1,9,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GARCIA LORCA,VIA GARCIA LORCA,1,52,VIA GARCIA LORCA,VIA GARCIA LORCA,1245377,21,matched,normalized_exact,high,
VIA GASPARE MAZZEI,VIA GASPARE MAZZEI,1,75,VIA GASPARE MAZZEI,VIA GASPARE MAZZEI,1245379,9,matched,normalized_exact,high,
VIA GEN C A DALLA CHIESA,VIA GEN. C. A. DALLA CHIESA,1,14,VIA GENERALE CARLO ALBERTO DALLA CHIESA,VIA GENERALE CARLO ALBERTO DALLA CHIESA,1246266,17,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA GEN P CRISTAUDO,VIA GEN. P. CRISTAUDO,1,37,VIA GENERALE PIETRO CRISTAUDO,VIA GENERALE PIETRO CRISTAUDO,1245385,9,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA GENERALE SCALZO FELICE,VIA GENERALE SCALZO FELICE,1,67,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GENNARO E LORENZO ZAFFINA,VIA GENNARO E LORENZO ZAFFINA,1,43,VIA GENNARO E LORENZO ZAFFINA,VIA GENNARO E LORENZO ZAFFINA,1245386,13,matched,normalized_exact,high,
VIA GIARDINO DI RENDA,VIA GIARDINO DI RENDA,1,57,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GIO BERARDINO VESCIO,VIA GIO' BERARDINO VESCIO,1,31,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GIOBERTI,VIA GIOBERTI,1,40,VIA GIOBERTI,VIA GIOBERTI,1245402,39,matched,normalized_exact,high,
VIA GIORGIO PINNA,VIA GIORGIO PINNA,1,55,VIA GIORGIO PINNA,VIA GIORGIO PINNA,1245405,72,matched,normalized_exact,high,
VIA GIOVANNI ALDINI,VIA GIOVANNI ALDINI,1,20,VIA GIOVANNI ALDINI,VIA GIOVANNI ALDINI,1246242,4,matched,normalized_exact,high,
VIA GIOVANNI MACRI,VIA GIOVANNI MACRI',1,35,VIA GIOVANNI MACRI,VIA GIOVANNI MACRI',1246139,4,matched,normalized_exact,high,
VIA GIOVANNI XXIII,VIA GIOVANNI XXIII,1,54,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GIULIA,VIA GIULIA,1,23,VIA GIULIA,VIA GIULIA,1245425,5,matched,normalized_exact,high,
VIA GIUSEPPE CONTE,VIA GIUSEPPE CONTE,2,66,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GIUSEPPE LAZZATI,VIA GIUSEPPE LAZZATI,1,69,VIA GIUSEPPE LAZZATI,VIA GIUSEPPE LAZZATI,1246289,3,matched,normalized_exact,high,
VIA GIUSEPPINA DE STEFANI,VIA GIUSEPPINA DE STEFANI,1,28,VIA GIUSEPPINA DE STEFANI,VIA GIUSEPPINA DE STEFANI,1246203,21,matched,normalized_exact,high,
VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,1,66,VIA GIUSTINO FORTUNATO,VIA GIUSTINO FORTUNATO,1245441,20,matched,normalized_exact,high,
VIA GOFFREDO MALATERRA,VIA GOFFREDO MALATERRA,1,68,VIA GOFFREDO MALATERRA,VIA GOFFREDO MALATERRA,1245443,67,matched,normalized_exact,high,
VIA GOITO,VIA GOITO,1,69,VIA GOITO,VIA GOITO,1246147,27,matched,normalized_exact,high,
VIA GORIZIA,VIA GORIZIA,1,36,VIA GORIZIA,VIA GORIZIA,1245445,62,matched,normalized_exact,high,
VIA GOVERNA,VIA GOVERNA,1,40,VIA GOVERNA,VIA GOVERNA,1245446,15,matched,normalized_exact,high,
VIA GRANDE,VIA GRANDE,1,26,VIA GRANDE,VIA GRANDE,1245447,3,matched,normalized_exact,high,
VIA GRAPPA,VIA GRAPPA,1,10,VIA GRAPPA,VIA GRAPPA,1246267,29,matched,normalized_exact,high,
VIA GRECALE,VIA GRECALE,1,49,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA GRIMALDI,VIA GRIMALDI,1,40,VIA GRIMALDI,VIA GRIMALDI,1245454,25,matched,normalized_exact,high,
VIA GUIDO DORSO,VIA GUIDO DORSO,1,66,VIA GUIDO DORSO,VIA GUIDO DORSO,1245462,41,matched,normalized_exact,high,
VIA I D IPPOLITO,VIA I. D'IPPOLITO,1,10,VIA IPPOLITO D IPPOLITO,VIA IPPOLITO D'IPPOLITO,1245544,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA IDA FALVO D URSO,VIA IDA FALVO D'URSO,1,28,VIA IDA FALVO D URSO,VIA IDA FALVO D'URSO,1246169,29,matched,normalized_exact,high,
VIA ING BUTERA,VIA ING. BUTERA,1,32,VIA INGEGNERE BUTERA,VIA INGEGNERE BUTERA,1245541,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA ING G D AUDINO,VIA ING. G. D'AUDINO,1,75,VIA INGEGNERE GIUSEPPE D AUDINO,VIA INGEGNERE GIUSEPPE D'AUDINO,1245542,5,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA INNOCENZO IX,VIA INNOCENZO IX,1,19,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA ISAAC NEWTON,VIA ISAAC NEWTON,1,20,VIA ISAAC NEWTON,VIA ISAAC NEWTON,1245545,51,matched,normalized_exact,high,
VIA ISNARDI,VIA ISNARDI,1,36,VIA ISNARDI,VIA ISNARDI,1245546,7,matched,normalized_exact,high,
VIA ISONZO,VIA ISONZO,1,6,VIA ISONZO,VIA ISONZO,1245547,91,matched,normalized_exact,high,
VIA ISTRIA,VIA ISTRIA,1,23,VIA ISTRIA,VIA ISTRIA,1245548,39,matched,normalized_exact,high,
VIA ITALIA GENTILE,VIA ITALIA GENTILE,1,28,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA JAN PALACH,VIA JAN PALACH,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA JEAN HENRY DUNANT,VIA JEAN HENRY DUNANT,1,61,VIA JEAN HENRY DUNANT,VIA JEAN HENRY DUNANT,1245561,20,matched,normalized_exact,high,
VIA L CALOGERO,VIA L. CALOGERO,1,52,VIA LORENZO CALOGERO,VIA LORENZO CALOGERO,1245578,2,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA L DA VINCI,VIA L. DA VINCI,1,9,VIA LEONARDO DA VINCI,VIA LEONARDO DA VINCI,1245572,55,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA L LONGO,VIA L. LONGO,1,59,VIA LUIGI LONGO,VIA LUIGI LONGO,1245585,12,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA L PULLIA,VIA L. PULLIA,1,57,VIA LUIGI PULLIA,VIA LUIGI PULLIA,1246184,1,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA L RIZZO,VIA L. RIZZO,1,33,VIA LUIGI RIZZO,VIA LUIGI RIZZO,1245804,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA L SETTEMBRINI,VIA L. SETTEMBRINI,1,43,VIA LUIGI SETTEMBRINI,VIA LUIGI SETTEMBRINI,1245587,115,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
